Health Plan Provider ID|Network Code|First Name|Last Name|Business Name|NPI|Tax ID|Provider Type|Provider Assigned Members|Full or Part Time|In Person After Hours|Supervising Specialist|Supervising NPI|Specialization Certificate|Health Plan Address ID|Address Type|Clinic Name|Address 1|Address 2|Address 3|City|State Abbreviation|Zip Code|County Name|Phone Number|Fax Number|Email|Latitude|Longitude|Location Assigned Members|Taxonomy Code|Specialty Code|Primary Specialty|Board Certified|Board Eligible|Is PCP|Accepting New Patients|Accepting New Referrals|Network Tier ID|Provider Group Name|Outpatient Appointment Availability|In Directory|Contract Effective Date|Contract Termination Date
PRV200233|NW001|Susan|Luebbering||1449564291||PHYSICIAN|96|FT|TRUE||||ADDR200233|PHYSICAL||5634 N Juniper Rock Ln|||Jacumba|CA|91934|SAN DIEGO|858-555-0233|858-777-0233|susan.luebbering@example.com|||96|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200159|NW001|Roy|Herrel||1447801420||PHYSICIAN|90|FT|TRUE||||ADDR200159|PHYSICAL||1598 W Thomas Pike|||San Diego|CA|92121|SAN DIEGO|619-555-0159|619-777-0159|roy.herrel@example.com|||90|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200286|NW001|Elizabeth|Pisha||1448178551||PHYSICIAN|149|FT|TRUE||||ADDR200286|PHYSICAL||10575 W Linford Cir|||Vista|CA|92083|SAN DIEGO|858-555-0286|858-777-0286|elizabeth.pisha@example.com|||149|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200202|NW001|Curtis|Korona||1444577473||PHYSICIAN|135|FT|TRUE||||ADDR200202|PHYSICAL||3327 NW 144th Ln|||Coronado|CA|92118|SAN DIEGO|858-555-0202|858-777-0202|curtis.korona@example.com|||135|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200288|NW001|Anthony|Postley||1448431848||PHYSICIAN|64|FT|TRUE||||ADDR200288|PHYSICAL||11362 SW Yarde Blvd|Suite 388||La Mesa|CA|91942|SAN DIEGO|619-555-0288|619-777-0288|anthony.postley@example.com|||64|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200271|NW001|Marilyn|Paiva||1444674909||PHYSICIAN|39|FT|TRUE||||ADDR200271|PHYSICAL||5547 W Chestnut Rock Pkwy|||Oceanside|CA|92056|SAN DIEGO|858-555-0271|858-777-0271|marilyn.paiva@example.com|||39|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200251|NW001|Frances|Mondone||1447133109||PHYSICIAN|83|FT|TRUE||||ADDR200251|PHYSICAL||8718 Barcomb Vly|||Carlsbad|CA|92008|SAN DIEGO|858-555-0251|858-777-0251|frances.mondone@example.com|||83|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200181|NW001|Connie|Iino||1445936778||PHYSICIAN|131|FT|TRUE||||ADDR200181|PHYSICAL||10389 SE Kissinger Ct|||Chula Vista|CA|91913|SAN DIEGO|858-555-0181|858-777-0181|connie.iino@example.com|||131|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200238|NW001|Lauren|Marcon||1442872260||PHYSICIAN|65|FT|TRUE||||ADDR200238|PHYSICAL||7922 W Abbadessa Blvd|||San Diego|CA|92130|SAN DIEGO|858-555-0238|858-777-0238|lauren.marcon@example.com|||65|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200365|NW001|Nancy|Vandeputte||1440111827||PHYSICIAN|17|FT|TRUE||||ADDR200365|PHYSICAL||7313 SE Locust Crest Pass|||San Diego|CA|92103|SAN DIEGO|858-555-0365|858-777-0365|nancy.vandeputte@example.com|||17|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200085|NW001|Marie|Doporto||1442632347||PHYSICIAN|109|FT|TRUE||||ADDR200085|PHYSICAL||5951 E Hemlock Pointe St|||Descanso|CA|91916|SAN DIEGO|858-555-0085|858-777-0085|marie.doporto@example.com|||109|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200024|NW001|Jeremy|Bless||1446781813||PHYSICIAN|107|FT|TRUE||||ADDR200024|PHYSICAL||3284 SW 139th St|Suite 124||Ramona|CA|92065|SAN DIEGO|619-555-0024|619-777-0024|jeremy.bless@example.com|||107|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200208|NW001|Joan|Kreines||1445633417||PHYSICIAN|61|FT|TRUE||||ADDR200208|PHYSICAL||5228 Lotus Hill Dr|Suite 308||Valley Center|CA|92082|SAN DIEGO|858-555-0208|858-777-0208|joan.kreines@example.com|||61|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200094|NW001|Amber|Elg||1441385446||PHYSICIAN|21|FT|TRUE||||ADDR200094|PHYSICAL||1619 SE James Pike|||El Cajon|CA|92021|SAN DIEGO|858-555-0094|858-777-0094|amber.elg@example.com|||21|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200151|NW001|Ellen|Hallo||1448640682||PHYSICIAN|37|FT|TRUE||||ADDR200151|PHYSICAL||1117 Pennsylvania Ave|||San Ysidro|CA|92173|SAN DIEGO|858-555-0151|858-777-0151|ellen.hallo@example.com|||37|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200378|NW001|Howard|Wares||1447215956||PHYSICIAN|60|FT|TRUE||||ADDR200378|PHYSICAL||4437 N Billings Cyn|||Lemon Grove|CA|91945|SAN DIEGO|619-555-0378|619-777-0378|howard.wares@example.com|||60|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200361|NW001|Edna|Upton||1442101441||PHYSICIAN|55|FT|TRUE||||ADDR200361|PHYSICAL||5623 SW Hemlock Rock Pass|||San Diego|CA|92135|SAN DIEGO|858-555-0361|858-777-0361|edna.upton@example.com|||55|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200324|NW001|Gary|Skwara||1443497240||PHYSICIAN|1|FT|TRUE||||ADDR200324|PHYSICAL||1938 S Eisenhower Vly|Suite 424||San Diego|CA|92114|SAN DIEGO|619-555-0324|619-777-0324|gary.skwara@example.com|||1|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200246|NW001|Chad|Mckinny||1445867121||PHYSICIAN|50|FT|TRUE||||ADDR200246|PHYSICAL||7099 Alder Crest St|||Lemon Grove|CA|91945|SAN DIEGO|619-555-0246|619-777-0246|chad.mckinny@example.com|||50|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200113|NW001|Benjamin|Freyman||1443773496||PHYSICIAN|30|FT|TRUE||||ADDR200113|PHYSICAL||622 Lily Park|||San Diego|CA|92110|SAN DIEGO|858-555-0113|858-777-0113|benjamin.freyman@example.com|||30|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200224|NW001|Pamela|Loeven||1446463987||PHYSICIAN|114|FT|TRUE||||ADDR200224|PHYSICAL||8979 Camerino Cyn|Suite 324||Descanso|CA|91916|SAN DIEGO|858-555-0224|858-777-0224|pamela.loeven@example.com|||114|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200161|NW001|Samantha|Herrel||1440984901||PHYSICIAN|96|FT|TRUE||||ADDR200161|PHYSICAL||12387 SW Summerfield Rd|||Campo|CA|91906|SAN DIEGO|858-555-0161|858-777-0161|samantha.herrel@example.com|||96|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200034|NW001|George|Browm||1446269632||PHYSICIAN|92|FT|TRUE||||ADDR200034|PHYSICAL||8983 W Camerino Pkwy|||Escondido|CA|92026|SAN DIEGO|858-555-0034|858-777-0034|george.browm@example.com|||92|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200319|NW001|Eleanor|Sienicki||1447611545||PHYSICIAN|125|FT|TRUE||||ADDR200319|PHYSICAL||5350 NE Tulip Hill Pass|||Ramona|CA|92065|SAN DIEGO|858-555-0319|858-777-0319|eleanor.sienicki@example.com|||125|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200100|NW001|Arthur|Enger||1446074213||PHYSICIAN|57|FT|TRUE||||ADDR200100|PHYSICAL||5756 NW Willow Pointe Rd|Suite 200||El Cajon|CA|92021|SAN DIEGO|858-555-0100|858-777-0100|arthur.enger@example.com|||57|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200358|NW001|Carolyn|Tymeson||1448543841||PHYSICIAN|36|FT|TRUE||||ADDR200358|PHYSICAL||8993 NE Camero Pike|||Tecate|CA|91980|SAN DIEGO|858-555-0358|858-777-0358|carolyn.tymeson@example.com|||36|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200002|NW001|Terry|Amancio||1448133705||PHYSICIAN|134|FT|TRUE||||ADDR200002|PHYSICAL||12247 E Waldridge Dr|||Santee|CA|92071|SAN DIEGO|858-555-0002|858-777-0002|terry.amancio@example.com|||134|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200173|NW001|Lisa|Hoerauf||1442959736||PHYSICIAN|32|FT|TRUE||||ADDR200173|PHYSICAL||10392 N Laguardia Pike|||San Diego|CA|92155|SAN DIEGO|858-555-0173|858-777-0173|lisa.hoerauf@example.com|||32|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200243|NW001|Jesse|Mcgraff||1449944450||PHYSICIAN|7|FT|TRUE||||ADDR200243|PHYSICAL||190 Sequoia Rd|||Tecate|CA|91980|SAN DIEGO|619-555-0243|619-777-0243|jesse.mcgraff@example.com|||7|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200351|NW001|Shirley|Trautman||1442317695||PHYSICIAN|126|FT|TRUE||||ADDR200351|PHYSICAL||11776 SW Woodend Pkwy|||Boulevard|CA|91905|SAN DIEGO|619-555-0351|619-777-0351|shirley.trautman@example.com|||126|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200331|NW001|Amy|Stanczyk||1446181751||PHYSICIAN|45|FT|TRUE||||ADDR200331|PHYSICAL||2466 49th Br|||Del Mar|CA|92014|SAN DIEGO|858-555-0331|858-777-0331|amy.stanczyk@example.com|||45|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200255|NW001|Frances|Munn||1449571680||PHYSICIAN|138|FT|TRUE||||ADDR200255|PHYSICAL||1883 N Harding Ln|||Carlsbad|CA|92010|SAN DIEGO|619-555-0255|619-777-0255|frances.munn@example.com|||138|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200017|NW001|Eric|Baril||1449322680||PHYSICIAN|103|FT|TRUE||||ADDR200017|PHYSICAL||1962 SW Lyndon Pkwy|||San Diego|CA|92124|SAN DIEGO|858-555-0017|858-777-0017|eric.baril@example.com|||103|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200321|NW001|Kathy|Sienicki||1449724069||PHYSICIAN|36|FT|TRUE||||ADDR200321|PHYSICAL||83 N Poplar Dr|||Carlsbad|CA|92010|SAN DIEGO|619-555-0321|619-777-0321|kathy.sienicki@example.com|||36|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200168|NW001|Zachary|Highley||1443839398||PHYSICIAN|138|FT|TRUE||||ADDR200168|PHYSICAL||10293 N Kilbourne Cv|Suite 268||San Diego|CA|92124|SAN DIEGO|619-555-0168|619-777-0168|zachary.highley@example.com|||138|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200306|NW001|Isaac|Rimple||1440637123||PHYSICIAN|7|FT|TRUE||||ADDR200306|PHYSICAL||10112 Kelsey Vly|||Pauma Valley|CA|92061|SAN DIEGO|619-555-0306|619-777-0306|isaac.rimple@example.com|||7|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200261|NW001|Joseph|Norton||1445086983||PHYSICIAN|138|FT|TRUE||||ADDR200261|PHYSICAL||643 E Lotus Dr|||Camp Pendleton|CA|92055|SAN DIEGO|619-555-0261|619-777-0261|joseph.norton@example.com|||138|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200189|NW001|Karen|Kahan||1449810085||PHYSICIAN|150|FT|TRUE||||ADDR200189|PHYSICAL||2691 74th Pass|||Jacumba|CA|91934|SAN DIEGO|619-555-0189|619-777-0189|karen.kahan@example.com|||150|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200105|NW001|Daniel|Felsenthal||1445165497||PHYSICIAN|19|FT|TRUE||||ADDR200105|PHYSICAL||8741 NE Bare Rd|||Encinitas|CA|92024|SAN DIEGO|619-555-0105|619-777-0105|daniel.felsenthal@example.com|||19|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200305|NW001|Valerie|Reczek||1441734597||PHYSICIAN|42|FT|TRUE||||ADDR200305|PHYSICAL||3644 SW 179th Pike|||Jamul|CA|91935|SAN DIEGO|858-555-0305|858-777-0305|valerie.reczek@example.com|||42|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200061|NW001|Paula|Clesca||1444512392||PHYSICIAN|80|FT|TRUE||||ADDR200061|PHYSICAL||12362 N Trucker Cv|||San Diego|CA|92154|SAN DIEGO|858-555-0061|858-777-0061|paula.clesca@example.com|||80|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200241|NW001|Ruth|Matteo||1446730242||PHYSICIAN|57|FT|TRUE||||ADDR200241|PHYSICAL||6415 Willow Grove Ln|||Valley Center|CA|92082|SAN DIEGO|858-555-0241|858-777-0241|ruth.matteo@example.com|||57|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200315|NW001|Andrea|Scaiano||1446205848||PHYSICIAN|69|FT|TRUE||||ADDR200315|PHYSICAL||1721 N Buchanan Ave|||Warner Springs|CA|92086|SAN DIEGO|619-555-0315|619-777-0315|andrea.scaiano@example.com|||69|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200310|NW001|Cindy|Ryzinski||1441085554||PHYSICIAN|13|FT|TRUE||||ADDR200310|PHYSICAL||4996 S Briar Hill Ln|||Borrego Springs|CA|92004|SAN DIEGO|858-555-0310|858-777-0310|cindy.ryzinski@example.com|||13|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200267|NW001|Robert|Overbaugh||1443552203||PHYSICIAN|84|FT|TRUE||||ADDR200267|PHYSICAL||2017 N Bush Rd|||San Marcos|CA|92069|SAN DIEGO|619-555-0267|619-777-0267|robert.overbaugh@example.com|||84|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200137|NW001|Joshua|Giedlin||1449902888||PHYSICIAN|50|FT|TRUE||||ADDR200137|PHYSICAL||2384 SW 39th Pike|||San Diego|CA|92123|SAN DIEGO|858-555-0137|858-777-0137|joshua.giedlin@example.com|||50|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200176|NW001|Robin|Horth||1442818163||PHYSICIAN|73|FT|TRUE||||ADDR200176|PHYSICAL||7610 SE Hawthorn Spring Vly|Suite 276||San Diego|CA|92103|SAN DIEGO|858-555-0176|858-777-0176|robin.horth@example.com|||73|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200028|NW001|Edward|Brammell||1441127944||PHYSICIAN|105|FT|TRUE||||ADDR200028|PHYSICAL||6833 W Birch Forest Park|Suite 128||Valley Center|CA|92082|SAN DIEGO|858-555-0028|858-777-0028|edward.brammell@example.com|||105|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200043|NW001|Ralph|Burman||1442806447||PHYSICIAN|32|FT|TRUE||||ADDR200043|PHYSICAL||9204 Darling Ave|||La Mesa|CA|91942|SAN DIEGO|858-555-0043|858-777-0043|ralph.burman@example.com|||32|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200054|NW001|Bruce|Cathie||1446049803||PHYSICIAN|46|FT|TRUE||||ADDR200054|PHYSICAL||4789 S Hawthorn Hill Ct|||San Diego|CA|92139|SAN DIEGO|619-555-0054|619-777-0054|bruce.cathie@example.com|||46|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200080|NW001|Billy|Divel||1444219952||PHYSICIAN|44|FT|TRUE||||ADDR200080|PHYSICAL||10333 NE Kilby Vly|Suite 180||Campo|CA|91906|SAN DIEGO|858-555-0080|858-777-0080|billy.divel@example.com|||44|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200204|NW001|Courtney|Krammer||1447803397||PHYSICIAN|72|FT|TRUE||||ADDR200204|PHYSICAL||3103 SE 119th Br|Suite 304||San Diego|CA|92108|SAN DIEGO|619-555-0204|619-777-0204|courtney.krammer@example.com|||72|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200278|NW001|Cameron|Pensinger||1449904764||PHYSICIAN|38|FT|TRUE||||ADDR200278|PHYSICAL||6110 N Apple Ridge Ln|||Vista|CA|92081|SAN DIEGO|858-555-0278|858-777-0278|cameron.pensinger@example.com|||38|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200253|NW001|Tina|Morgenthaler||1444874557||PHYSICIAN|62|FT|TRUE||||ADDR200253|PHYSICAL||7243 Filbert Crest Ave|||Escondido|CA|92029|SAN DIEGO|858-555-0253|858-777-0253|tina.morgenthaler@example.com|||62|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200269|NW001|Janet|Pagels||1448638309||PHYSICIAN|33|FT|TRUE||||ADDR200269|PHYSICAL||9930 NW Heidtke Cir|||Alpine|CA|91901|SAN DIEGO|858-555-0269|858-777-0269|janet.pagels@example.com|||33|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200163|NW001|Wanda|Hertweck||1445786089||PHYSICIAN|50|FT|TRUE||||ADDR200163|PHYSICAL||4270 NE Oceanside Pkwy|||San Diego|CA|92111|SAN DIEGO|858-555-0163|858-777-0163|wanda.hertweck@example.com|||50|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200108|NW001|Norma|Ficklen||1446836086||PHYSICIAN|42|FT|TRUE||||ADDR200108|PHYSICAL||9091 W Canak Park|Suite 208||San Diego|CA|92155|SAN DIEGO|619-555-0108|619-777-0108|norma.ficklen@example.com|||42|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200146|NW001|Phyllis|Hage||1449256924||PHYSICIAN|71|FT|TRUE||||ADDR200146|PHYSICAL||3033 112nd Pass|||Boulevard|CA|91905|SAN DIEGO|858-555-0146|858-777-0146|phyllis.hage@example.com|||71|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200064|NW001|Roy|Colarossi||1441574627||PHYSICIAN|16|FT|TRUE||||ADDR200064|PHYSICAL||6760 E Cypress Forest Br|Suite 164||San Diego|CA|92155|SAN DIEGO|858-555-0064|858-777-0064|roy.colarossi@example.com|||16|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200303|NW001|Irene|Reczek||1446612256||PHYSICIAN|6|FT|TRUE||||ADDR200303|PHYSICAL||8100 E Allor Blvd|||National City|CA|91950|SAN DIEGO|619-555-0303|619-777-0303|irene.reczek@example.com|||6|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200087|NW001|Jamie|Drapeau||1442194170||PHYSICIAN|94|FT|TRUE||||ADDR200087|PHYSICAL||4752 N Fir Hill Cv|||Warner Springs|CA|92086|SAN DIEGO|619-555-0087|619-777-0087|jamie.drapeau@example.com|||94|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200156|NW001|Luis|Helmes||1441347435||PHYSICIAN|64|FT|TRUE||||ADDR200156|PHYSICAL||7401 NE Walnut Crest Pass|Suite 256||El Cajon|CA|92020|SAN DIEGO|619-555-0156|619-777-0156|luis.helmes@example.com|||64|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200042|NW001|Rebecca|Burgert||1446974841||PHYSICIAN|130|FT|TRUE||||ADDR200042|PHYSICAL||1740 S Johnson Pike|||San Diego|CA|92110|SAN DIEGO|619-555-0042|619-777-0042|rebecca.burgert@example.com|||130|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200180|NW001|Jonathan|Hunkin||1442431048||PHYSICIAN|124|FT|TRUE||||ADDR200180|PHYSICAL||153 SW Dogwood Ln|Suite 280||San Diego|CA|92116|SAN DIEGO|619-555-0180|619-777-0180|jonathan.hunkin@example.com|||124|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200296|NW001|Erica|Racine||1440433791||PHYSICIAN|81|FT|TRUE||||ADDR200296|PHYSICAL||9281 NE Dobbin Pkwy|Suite 396||Pauma Valley|CA|92061|SAN DIEGO|858-555-0296|858-777-0296|erica.racine@example.com|||81|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200240|NW001|Leonard|Matteo||1448267316||PHYSICIAN|43|FT|TRUE||||ADDR200240|PHYSICAL||8763 Bareford Vly|Suite 340||San Diego|CA|92107|SAN DIEGO|619-555-0240|619-777-0240|leonard.matteo@example.com|||43|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200270|NW001|Barbara|Paiva||1444573560||PHYSICIAN|117|FT|TRUE||||ADDR200270|PHYSICAL||3128 NE 122nd Ct|||San Diego|CA|92122|SAN DIEGO|619-555-0270|619-777-0270|barbara.paiva@example.com|||117|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200360|NW001|Pamela|Tyrus||1445392529||PHYSICIAN|38|FT|TRUE||||ADDR200360|PHYSICAL||8390 NE Angeli Vly|Suite 460||Chula Vista|CA|91913|SAN DIEGO|619-555-0360|619-777-0360|pamela.tyrus@example.com|||38|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200340|NW001|Annie|Sumrall||1440013012||PHYSICIAN|143|FT|TRUE||||ADDR200340|PHYSICAL||5102 Flora Hill Pkwy|Suite 440||San Ysidro|CA|92173|SAN DIEGO|858-555-0340|858-777-0340|annie.sumrall@example.com|||143|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200030|NW001|Alexander|Bridgewater||1440578185||PHYSICIAN|120|FT|TRUE||||ADDR200030|PHYSICAL||1384 NW Lincoln Ln|||Escondido|CA|92029|SAN DIEGO|619-555-0030|619-777-0030|alexander.bridgewater@example.com|||120|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200197|NW001|Justin|Kluss||1448522761||PHYSICIAN|27|FT|TRUE||||ADDR200197|PHYSICAL||2383 SE 39th Dr|||Chula Vista|CA|91915|SAN DIEGO|858-555-0197|858-777-0197|justin.kluss@example.com|||27|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200063|NW001|Kathy|Colarossi||1442705341||PHYSICIAN|45|FT|TRUE||||ADDR200063|PHYSICAL||11784 SE Wooderson St|||San Diego|CA|92103|SAN DIEGO|619-555-0063|619-777-0063|kathy.colarossi@example.com|||45|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200095|NW001|Carrie|Elg||1445890386||PHYSICIAN|82|FT|TRUE||||ADDR200095|PHYSICAL||9868 SE Heidinger Ave|||San Diego|CA|92111|SAN DIEGO|858-555-0095|858-777-0095|carrie.elg@example.com|||82|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
